country,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,x1985,x1986,x1987,x1988,x1989,x1990,x1991,x1992,x1993,x1994,x1995,x1996,x1997,x1998,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17342.47194,16441.38126,16586.1923,17927.41203,19081.57029,19356.42087,20619.56585,20671.54574,20433.65411,20834.93971,22566.68216,23302.83199,24015.42061,25921.53823,27549.88942,24640.42124,24289.14152,25353.78754
Andorra,,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2,0.5,0.6,1,0.5,0.7,0.6,1.5,2.7,0.1,0.3,0.3,0.5,7775.026964,10362.16684,12615.05112,14305.2085,15166.91375,18876.72928,19530.8435,20541.7739,16508.87522,16226.97108,18460.00743,19038.79883,18405.3201,18969.97799,19323.89255,21432.96007,21897.66294,24175.37275,31742.99258,37235.45003,39990.33041,42417.22915,47253.5298,46735.99957,42701.44714,39639.38602,41630.05258
Afghanistan,,4,2,5,1,0,1,1,0,0,1,0,0,0.2,1,0,0,0,1.2,2.8,3.9,4,3.8,6.6,11.7,5.5,7.7,,,,,,,,,,,,,,,,,119.8990371,192.1535283,203.6510409,224.9147122,257.1757947,280.2456441,380.4009552,384.1316813,458.9557816,569.9407288,622.3796544
Angola,,0,0,1,0,1,2,3,3,2,2.9,1,2.6,0.8,3.4,4.4,5,4.6,1.1,2.6,3.5,2.6,3.2,2.2,6.2,6.9,6,684.0968384,665.0904024,648.1482922,632.2169141,924.1296916,898.6445744,996.1993625,477.0181236,430.6852266,320.9421923,386.3890395,560.6369791,554.1552436,454.2693489,421.3758457,606.2696252,574.1951589,775.7654794,850.0756971,1135.605363,1576.162047,2253.839634,3151.020675,4242.365654,3678.9492,3886.478494,4744.985104
Albania,,0,1,2,11,6,15,8,12,17,15.1,18.6,10.4,14.5,15.9,6.7,10.3,16.8,8.9,7.3,9,10.2,12.3,13.5,8,18.3,26.9,662.9147926,719.1572957,699.3842921,676.5667325,723.4096102,639.4638993,348.711327,218.4921623,380.5273711,619.0649227,760.5593582,951.1320914,697.5945647,871.8936539,1104.743553,1193.466223,1336.859141,1458.328047,1859.552352,2466.00508,2781.572144,3051.76764,3603.01356,4370.539925,4114.134899,4094.360204,4437.811725
United Arab Emirates,,13,20,23,30,33,57,77,109,98,120.2,143.1,151.6,155.5,129.9,144.7,156,163.3,178.3,210.2,229.3,229.6,214,255.5,264.8,276.1,323.5,30067.13419,23727.69882,23953.34057,22476.97149,24218.55277,27989.3013,26945.65915,26864.18811,26141.33065,26495.82156,27973.74282,29813.37231,30378.54534,27681.31128,29278.76942,34207.53988,32105.64874,32355.41048,34294.89493,37179.6829,40298.52422,42950.10058,42913.78403,45720.0179,32905.05385,34341.91129,39778.48971
Argentina,1190,1459,1475,1423,1518,1627,1499,1526,1585,1747,1967.2,2287.2,2450.8,2550.7,2635.8,2846.1,2930.7,3178.1,2919.8,2981.6,3058.4,3264,3364.3,3567.1,3655.2,3767.6,3862.8,2909.516802,3595.086131,3546.71882,3969.327661,2375.33925,4318.774568,5715.504232,6797.752814,6940.698758,7449.480605,7373.427403,7683.573848,8172.665235,8248.76472,7736.372578,7669.273709,7170.689698,2693.106019,3382.900812,4732.803709,5694.419249,6649.413534,8250.244684,10054.11177,9277.425945,11227.8385,13439.94146
Armenia,,0,0,,,,,21,165,178,166,197.9,172.3,165.9,163.9,175.4,156.7,172.8,184.1,191.2,179.9,179.5,174.8,190.7,164.2,183.4,184.6,,,,,,636.68069,589.0029482,368.9168368,356.5073514,399.7512025,455.5502761,503.2319696,522.522072,608.3366487,596.5059963,621.4248263,692.3016309,779.8296261,924.4640098,1181.968445,1625.407769,2126.618661,3080.970959,3919.975474,2915.583906,3124.784018,3417.171836
American Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.3,0.8,0.5,0,0.1,0.2,3070.43927,3806.149554,4512.53968,5415.84781,6025.847582,6325.240905,6575.480383,6680.375752,7037.93903,7514.483547,7230.320509,7702.670148,8027.630989,8355.618496,8572.373329,10094.75889,9797.96854,10027.85604,10382.63072,10993.36905,12079.8657,13599.90886,15276.06826,15786.17284,13979.26269,13017.31039,12817.84157
Australia,8247,10121,9831,9896,10730,10664,10742,11452,11929,12695,13125.4,13623.3,13815.7,14307.4,14341.1,14588.6,14484,14255.2,14933.6,15588.9,15974.4,17217.1,17833.8,18776.5,18932,19516.7,20602.6,11436.44754,11363.97745,11627.79453,14262.30342,17810.61462,18221.10499,18840.64044,18594.64928,17661.65887,18083.1385,20364.2497,21921.7799,23526.28664,21341.72965,20537.47184,21666.95168,19496.63871,20062.22114,23445.18676,30449.61965,33995.85167,36100.55852,40976.45219,49650.41754,42702.19828,51801.04895,62133.61078
Austria,2179,2342,2271,2241,2675,2690,2756,3047,3051,3177,3425,3646.2,3947.4,4074,4157.8,4257.1,4479.5,4460,4692.1,4716,4567.9,4614.3,4827.2,4815.6,4833.2,4922.8,5102.5,9149.999145,13051.55285,16353.27476,17536.26982,17426.86,21628.75363,22356.92109,24820.22854,24023.51502,25584.91877,30252.79469,29742.43697,26646.88677,27289.6321,27116.67208,24517.26515,24489.73776,26351.3815,32102.92638,36693.39958,38242.05007,40430.99361,46586.6486,51386.37841,47654.19387,46593.38922,51130.96905
Azerbaijan,,0,0,,,,,15,197,189,139.1,118.2,85.8,92,65.7,78.6,67.9,78.1,110.3,110.1,115.9,116.4,96.8,100.2,150.9,144.7,148.7,,,,,,1237.324492,1209.237493,676.1515115,530.0903798,436.1905586,397.1981161,409.2167452,505.5605732,561.9103017,573.8902562,655.0974326,703.6712504,763.1012122,883.614009,1045.026415,1578.36733,2473.085776,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229
Burundi,,4,9,6,10,3,5,6,3,9,10.4,7.9,11.5,2.2,5.1,0.7,2.9,1.3,5.1,3.1,2.5,1.2,3.2,2,2.6,5.9,3.4,240.8707878,243.4402474,221.4835184,204.8387173,204.2220618,201.6876563,202.6934403,183.7173204,155.9216027,150.8028052,160.3499893,137.2141027,151.5321043,137.2515028,121.9977308,128.6355365,126.2170813,115.2798795,106.0169747,119.460135,140.8151399,154.9245328,159.2654739,182.6877961,190.3942088,214.230985,240.6144771
Belgium,3424,3658,3588,3586,3905,4103,4164,4431,4512,4949,5171.6,5554.4,5531.8,5687.7,5712.5,5735.4,5827.3,6036.7,6303.8,6625.4,6847.2,6736.1,7077.8,7298.1,7221.9,7389.4,7483.9,8784.156019,12216.40053,15193.51894,16453.53639,16588.0125,20678.85194,21121.81831,23461.66786,22368.8285,24300.7853,28522.07455,27646.04854,24957.55752,25465.25326,25391.73533,23151.95374,23078.41806,25006.79135,30702.51349,35547.53586,36927.99908,38936.33091,44449.68906,48561.3564,44999.20158,44360.90169,47801.5969
Benin,,0,6,7,5,6,13,8,11,9,13.7,13.7,21.4,19.3,21.2,25.1,21.1,29.4,27.5,30.8,27.9,29.9,43.1,43.6,47.7,47,51.2,243.9115095,302.6655703,343.6791653,345.809265,310.6327258,391.8934468,383.2953624,315.2182868,407.450188,276.1591211,362.4709495,382.2854406,356.5782605,375.0241065,369.2449748,339.4730257,348.3345495,378.6587084,464.046143,511.2929789,532.6109982,557.2294112,632.9938772,739.226102,712.5300628,690.0022811,745.4226606
Burkina Faso,,14,0,20,15,16,23,19,19,17,13.2,17.2,22.1,32.1,22.9,25.6,25.4,27.8,40.6,41.8,32.3,48.5,42.9,43.4,49.9,54.3,52.5,200.8942925,256.7624483,291.1318566,313.0618536,304.8533677,351.9793628,346.4104428,240.9634032,244.1271502,193.0702756,235.832244,249.3587559,229.4880613,255.709631,267.1861609,226.8016078,235.5079325,260.808434,332.4237687,371.3951961,406.9988374,422.479938,474.7109451,569.0142638,551.8432409,574.4580893,665.8074467
Bangladesh,,124,112,95,99,116,104,151,153,136,162.1,156.3,136.3,141.5,166.6,154.8,181,150.6,200.1,186.7,195.1,218.6,235.3,237.4,259.6,270.2,290.8,239.5138363,228.6412769,250.7981495,263.7341157,269.1290919,294.5636911,285.296976,285.6978098,292.3645263,291.3258679,320.3619277,383.8299551,390.4079054,396.1696495,398.2295463,406.5317405,403.5945462,401.7081533,434.0465632,462.2748798,485.8528881,495.8537802,543.0822631,618.0758836,683.6144223,760.3319352,838.5478017
Bulgaria,1079,1158,1125,1089,1219,1216,1169,1218,1380,1024,958.6,954.1,985.4,929,867.3,909.3,746.7,814.8,774.7,807.8,766.5,766.8,801.4,761.4,735.4,675,650.3,1959.938701,2261.757727,3168.865189,2561.108702,2449.800809,2377.335894,1267.734375,1214.484971,1278.517237,1149.378063,1554.7218,1208.952168,1346.936796,1772.034207,1663.676702,1634.424653,1783.454845,2077.063986,2697.15736,3331.090943,3785.574474,4370.639076,5783.399218,7115.911824,6738.100352,6580.813875,7588.808942
Bahrain,,24,19,31,53,46,41,34,35,44,42.2,36.8,36.2,30.4,34.9,21,24.8,20.4,38.2,35.5,33.3,40.9,48.3,43.4,35.8,42.1,39.9,8706.829109,7041.488437,7554.713651,7958.115179,8030.253889,8528.759994,9057.563616,9088.631532,9707.567214,10138.47486,10376.36453,10523.0818,10620.34371,10005.50286,10331.0113,13590.88251,12917.73906,13279.39897,14542.0028,16275.61329,18418.07267,19669.31955,21167.61871,23043.02532,19166.70824,20386.01756,22238.71195
"Bahamas, The",,2,2,4,3,1,0,2,1,1,1.3,1.7,0.8,1.4,1.2,2.5,3.1,2,2.8,1.4,1.6,1.3,4.6,3.1,2.5,2.8,2.5,9888.615756,10339.47778,11150.78166,11381.95948,12157.7892,12350.88048,11914.81213,11682.12886,11402.65152,11812.12238,12239.82781,12717.06038,17288.05651,18456.99077,20505.94743,21241.16539,21497.30816,22505.40479,22008.4337,21995.51992,23405.87955,23721.15628,24306.14242,23657.36531,22043.01257,21920.51659,21514.89865
Bosnia and Herzegovina,0,0,0,0,0,0,0,0,14,11,10.2,6.6,10.7,13,9.5,9.6,16.8,9.1,18.5,14,26.1,29.5,53.7,41,63.8,68.2,54.1,,,,,,,,,,314.5596038,481.1650449,731.1209697,971.5460732,1090.257093,1238.173385,1451.664002,1512.992985,1746.486383,2192.647078,2619.753258,2844.391988,3269.548528,4020.672302,4873.206648,4498.722971,4392.792625,4779.999301
Belarus,,0,0,,,,,30,708,1021,650.2,567.8,596.3,583.4,578.6,572.3,502.7,492.3,520.6,496.8,490.6,446.7,411.5,387,380.2,335.2,341.6,,,,,,1704.740304,1747.438671,1666.227513,1590.035409,1460.017544,1370.67271,1452.447002,1396.502166,1511.770268,1209.614881,1273.049124,1244.441997,1479.465321,1819.479028,2378.374894,3126.367778,3848.586203,4735.956889,6376.173115,5176.044701,5818.854859,6305.773662
Belize,,1,0,1,2,0,1,2,2,1,2.3,1.3,3.7,0.8,2.5,0.3,1.7,0.9,1.6,1,3,2.9,1.1,1.9,2,2.8,2.5,1268.221398,1343.69287,1586.395604,1758.972211,1979.342672,2202.322556,2326.833728,2666.431832,2832.576727,2879.640814,2995.872431,3001.166965,2952.050919,2991.338926,3064.997657,3363.160704,3419.130825,3557.091098,3679.792815,3831.60983,3933.234373,4187.23289,4324.831017,4470.220796,4258.842876,4344.136669,4517.123997
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,18269.53552,20450.66453,22411.79567,24253.17552,25517.92172,26841.51974,27700.30952,28669.68226,30900.69489,31476.06312,33989.72236,44826.78907,48478.88325,51371.74081,54245.45974,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,83912.6978,90849.58698,93605.74817,88463.31282,88207.32756,85973.15842
Bolivia,,5,11,8,14,17,11,15,23,24,23.9,21.3,34.7,28.2,40.7,29.1,28.9,33.2,38.8,31.7,39,43.1,50.6,49.6,45.2,42.5,46.9,865.69025,624.71542,672.5651749,697.3705601,701.4646141,709.9486541,764.139198,791.3772592,788.4028335,806.2176361,887.4608946,958.471629,1006.971765,1058.71259,1012.508279,1006.996355,958.2334134,913.5758534,917.3679037,978.3347576,1046.432708,1233.592974,1389.63175,1736.924014,1776.85719,1981.160105,2376.262711
Brazil,1465,1777,1766,1766,2117,2374,2640,3107,2885,3073,3436.1,3813.4,4497.6,5234.1,5859.3,6407.3,7052.3,7881.1,8330.2,9573,9896.7,10799.5,11890.8,12909.3,12307.3,12529.5,13148.1,1629.264909,1919.864804,2064.654011,2276.240556,2879.49987,3071.627953,2663.786447,2513.637934,2777.348239,3482.529816,4827.327609,5163.265813,5279.150475,5083.626495,3476.080826,3738.719412,3136.496733,2810.23079,3044.255027,3597.978836,4733.183546,5809.117874,7241.07895,8700.613339,8462.389117,11124.07688,13042.1977
Barbados,,20,19,19,17,15,13,18,14,19,16.5,11.4,16.4,15.3,13.5,14.2,22.3,20.1,26.8,29.2,17.6,19.8,15,21.4,12.6,12.9,16.3,4681.690021,5124.161803,5623.503168,5960.351389,6567.340317,7770.814922,7681.805193,7440.957495,7777.495024,8148.382059,8536.959158,9069.236722,9549.929441,10727.63541,11200.47556,11560.64009,11498.00876,11671.62101,12014.94155,12851.76004,14201.88093,15646.81501,16461.82927,16569.60496,16526.25455,15901.43294,15530.89429
Brunei Darussalam,,1,1,2,4,2,7,14,4,11,9.5,8.3,9.7,15.2,21.3,22.2,10.3,11.5,19.2,14.8,13,10.7,16.2,11.9,10.6,10,14.6,15797.482,10280.76619,11672.44444,11084.31535,11954.40013,13701.89704,14002.10713,15381.31391,14678.07159,14220.63634,16046.98158,16913.93536,16779.33847,12784.76622,14205.77372,18154.83493,16616.79805,17016.94349,18758.98089,22131.94606,26337.95767,31157.03487,32707.66806,37799.28247,27727.06682,31453.00594,41786.58889
Bhutan,,0,1,0,3,1,0,2,2,3,2.3,0,1,1.5,0.5,1.3,1.2,2.8,2.3,5.4,1.9,8.8,3.4,3.2,6.9,4.9,8.3,367.1936676,415.9357837,505.4026208,548.9719598,521.364502,559.8216186,467.65687,474.9128636,453.3890923,529.5484886,595.5104134,617.5547709,702.5389844,706.5620391,764.1242599,778.391266,820.2028589,897.4453332,1009.006232,1107.920596,1257.549353,1346.085775,1755.161709,1810.576177,1786.810672,2201.293078,2485.787052
Botswana,,24,14,9,20,17,18,20,28,19,28,39.1,31.6,34.9,38.7,54.9,50.6,60.4,66.5,63.6,48.4,67.1,61.6,57.8,44.9,32.9,49.7,942.3822437,1139.918568,1558.813288,2034.121209,2301.681184,2747.208443,2776.482572,2839.163319,2772.761381,2767.306839,3001.09541,3007.616636,3050.264225,2854.686912,3210.235178,3333.169207,3114.638493,3044.127021,4149.017397,4879.472573,5327.901027,5322.206808,5666.642513,5561.891347,5115.109116,6244.006549,7504.851222
Canada,16656,20871,20735,21391,22501,22792,22903,24180,23824,24565,23739.8,23841.8,22780.9,22200.7,22125.4,22701.3,21945.2,22341.5,23553.8,24232.3,25861.6,27205.9,27833.9,28636.7,29016.9,,,13991.21455,14335.74387,16158.98743,18814.56455,20586.55751,21302.39691,21591.13916,20692.72203,19936.37706,19785.67904,20509.00309,21129.43543,21709.29634,20875.24831,22109.60399,24031.9512,23573.75007,23995.01633,28026.00601,31830.01187,36028.23249,40243.55228,44328.47538,46400.44185,40764.14135,47463.63119,52086.53352
Switzerland,4895,5488,5305,5316,5548,5901,6098,6651,6871,7372,7220,7568.4,7863.9,7983.9,8194.5,8503.8,7949.9,7878.8,8133.9,8674.1,8766.8,9234,9195.6,9334.4,9472.2,9626.8,10018.6,16613.62773,23691.96879,29484.87397,31664.15617,30325.75896,38332.1548,38303.05074,39435.54023,38005.32055,41738.9696,48540.57355,46610.0577,40429.9352,41487.68954,40577.33322,37813.23022,38538.64307,41336.72164,47960.5636,53255.9767,54797.54675,57348.92444,63223.46492,72119.55903,69672.00863,74277.1216,88002.61459
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40538.06446,42406.93285,43299.40114,41609.01948,44158.04026,48227.66551,55844.11669,57209.24916,62260.22555,73568.23483,,,,
Chile,569,673,624,682,745,830,819,835,877,798,888.6,920.3,954.3,991.8,1058.9,1115.1,1159.4,1311.4,1406.4,1464.1,1559.3,1630.4,1741.2,1784.7,1867.8,1867.2,1979.2,1361.515363,1440.364457,1671.166627,1937.710621,2195.54149,2401.525181,2727.573825,3277.669086,3461.435092,3942.967594,5026.720634,5263.191366,5674.153008,5367.211824,4872.692148,5229.177098,4709.9234,4566.523326,4948.74818,6323.75764,7728.611897,9500.835162,10513.54071,10791.02019,10217.31403,12785.05187,14582.17052
China,1943,2911,3146,4619,5411,6285,6186,6956,7566,7821,9061.4,10526.1,12171.6,13781.3,15714.7,18478.7,21134.1,23269.1,28767.9,34845.6,41603.6,49575.1,56811.2,65300.5,74034.4,79991.3,89894.4,292.5479388,280.0980444,250.314587,282.056783,309.263385,316.2244304,331.4749293,364.7596704,375.8142788,471.7608796,607.5685555,707.0297373,778.9439349,825.5479152,869.6548516,954.5522433,1047.481895,1141.763506,1280.597181,1498.173796,1740.093186,2082.183363,2673.294191,3441.221355,3800.474542,4514.94052,5574.187093
Cote d'Ivoire,,46,42,32,26,34,36,37,32,47,39.9,31.1,40,53.9,47.9,48.7,45,36.2,52.6,41.6,39.4,41.1,37.4,38.9,56,46.1,44.4,686.909626,868.237923,922.0901681,904.5655337,830.7928079,887.3854461,832.6843954,854.836421,818.2228895,595.7925459,763.6688851,817.3361483,766.3339691,801.8595992,766.9335829,648.8107874,663.6413395,718.4531093,875.0860742,929.8933676,942.2163084,962.918425,1078.541541,1257.675707,1233.30488,1236.085144,1231.867849
Cameroon,,15,22,35,41,46,54,58,75,84,66,60.5,83.3,74.2,70.6,73.3,76.1,107.4,120.4,126.8,130.9,151.2,154.2,161.1,145.1,149.5,159.2,784.9096071,992.4963424,1115.211585,1098.755842,950.76221,923.8812783,1000.326413,890.5637193,1027.567165,680.6371849,626.9559952,679.7652389,668.9721044,637.3608802,675.923914,583.0948592,589.2039138,648.399602,791.1064565,892.8987619,915.0912134,965.3686883,1070.954675,1191.709554,1164.717254,1147.242347,1258.924651
"Congo, Rep.",,15,18,14,17,15,14,18,8,10,5.8,9.9,7.6,11.9,12.5,9.2,4.9,9.8,13.8,16.5,18.9,20.8,20.9,16.7,17.7,18.4,16,1037.062182,863.1240066,1043.434625,977.9183315,1028.272862,1172.757072,1112.128364,1166.334463,743.410575,667.6941418,777.5775374,908.7216322,808.2852124,660.1673277,776.3632945,1035.584462,877.626394,927.2695886,1049.317595,1362.198833,1737.611546,2144.834943,2259.269413,3094.10972,2428.260233,2953.185008,3453.221229
Colombia,,90,88,86,111,122,106,125,122,145,162.3,194.7,234.9,247.7,240.3,331.5,315.8,355.6,325.5,358.5,401.3,469.7,489.4,574.6,608.4,692.4,726.6,1125.202271,1103.338378,1125.261269,1189.140618,1175.932783,1175.149339,1181.081508,1385.866438,1541.712336,2218.784474,2470.683383,2553.549618,2759.952882,2509.139908,2164.432876,2472.197776,2395.856522,2355.725753,2246.257648,2740.249866,3386.025478,3709.076914,4674.21171,5433.706412,5148.411344,6250.6545,7227.77083
Comoros,,0,0,0,0,0,0,0,1,0,0.3,0,0,0.5,1,0.5,0.1,0,0.7,0.5,1.6,0,1.2,0.6,0.5,0.7,0.3,320.0487209,441.0119841,517.4904273,530.4501496,493.1307911,602.2748212,577.2890871,604.6334437,581.5867434,398.3663477,483.546301,467.5569478,418.7347925,414.0759902,416.8883867,368.6349428,391.9573097,428.7898239,538.6977112,609.6406852,614.8613146,640.743014,712.1200701,786.179548,768.7337502,759.263223,818.8613857
Cabo Verde,,0,0,1,0,0,2,0,0,0,0.3,0.7,0.3,0.2,0.6,0,0.2,0,1.3,0.3,0.3,1.2,0,0.7,2.1,1.8,0.6,438.6582261,597.3512052,726.1527905,803.707768,799.611667,899.2987882,915.5546927,996.3399903,1331.125879,1073.443426,1251.809027,1256.493175,1197.175871,1242.987493,1379.073093,1229.043944,1258.556939,1363.59302,1759.256354,1970.891406,2049.615693,2316.478971,3145.653941,3698.313412,3517.385582,3393.927212,3766.111473
Costa Rica,,44,48,55,55,54,55,62,61,66,65.8,74.7,76.5,72.7,69.2,80,90.3,89.1,88.9,84.9,105.6,80.1,100.2,107,98.3,102.1,106.4,1756.858105,1955.702554,2033.669135,2059.309157,2274.431575,2391.302218,2255.455651,2631.99031,2884.847998,3081.86803,3338.822979,3292.773898,3483.555227,3743.130436,4104.363689,4062.322308,4104.184083,4145.586093,4245.677021,4441.41216,4700.014926,5228.025413,6024.078487,6736.167819,6546.565554,7985.951035,8963.680052
Caribbean small states,,146.6075049,167.7101003,156.6765411,158.8678214,137.7595095,138.8795055,138.8795055,142.0599522,156.9020367,156.5839921,129.4214628,136.6057596,130.835163,119.6087296,107.8422592,141.4392708,142.0573593,139.3750853,149.175702,142.8826744,123.1,156.4898693,130.1898977,132.6139144,140.7086597,152.5840715,2651.050865,2385.52448,2546.38777,2685.043899,2726.574966,2949.665585,2908.817736,2840.609964,2933.266134,3088.365873,3359.650454,3624.171273,4016.801096,4374.905368,4618.644911,5001.544747,5103.003919,5350.525694,5698.364577,6174.530491,7023.836727,7843.767517,8664.817108,9824.803282,8221.347193,8637.577876,9253.986074
Cuba,,56,76,67,90,108,94,131,113,141,167.8,206.4,167,236.3,256.6,283.8,272.1,206,268.3,254.5,261.4,295.2,243.5,252.6,222.4,195,224.1,2273.283201,2382.60117,2455.24751,2645.610163,2577.237924,2706.975485,2280.248305,2057.220667,2071.510891,2621.135778,2790.070088,2283.564629,2305.927831,2330.81411,2559.92822,2749.463492,2841.176483,3003.288468,3201.250272,3398.620012,3786.875329,4677.709014,5193.484286,5385.740727,5494.925311,5688.666732,6092.613902
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30190.66868,,,,,,,,,,64104.7516,,,,,
Cyprus,,13,16,15,15,17,8,22,24,24,43,44.5,56.6,54.7,49.3,59,67.9,78.5,75.7,87.3,91.3,119.9,139.1,169,195.2,211.6,211.4,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15233.34168,15105.21006,14169.7202,15035.90525,15208.77246,14307.35353,14723.21047,15988.27504,20110.12017,23578.42935,24738.00939,26455.13237,30915.48639,34950.3513,31673.45771,30438.90019,31836.61951
Czech Republic,0,0,0,2746,2995,3079,2881,3132,3308,2179,1954.5,2185.5,2304.4,2263.5,2359.9,2483.3,2571.2,2746.6,2820.4,3178.4,3172.1,3565.7,3689.7,3936.2,3948.5,4163.5,4126.5,,,,,,3901.525394,2867.229413,3338.654991,3916.051586,4583.584634,5765.048439,6473.435452,5980.258304,6447.463539,6293.304387,5994.528277,6594.717465,8011.898074,9741.058384,11667.63212,13317.72983,15159.14115,18333.9459,22649.37934,19698.49209,19763.9638,21656.39764
Germany,27310,25654,25300,29292,31821,32295,32929,35120,34103,36901,37645,39213.4,41414.6,42955,42962.9,43509.6,42677.7,42436,42230.4,43016.8,44194.1,44549.8,44428.7,44915.1,45017.3,45337.8,46258.8,9393.891746,13410.89658,16614.40953,17863.43736,17697.16304,22219.57218,23269.3818,26333.53744,25488.51952,27087.55845,31715.99782,30538.7025,27012.17132,27300.30325,26756.15168,23685.35075,23654.28277,25170.82421,30318.51641,34120.19126,34650.77818,36401.42251,41762.90891,45632.83678,41671.3027,41725.85007,45867.76648
Djibouti,,0,0,1,2,3,1,1,2,1,1.3,0.2,0,0.7,0.3,0,0.3,0.5,0.5,0.9,0.9,0.3,0.6,0.5,1.6,1.9,1.3,805.2271507,,768.9428872,756.3926458,732.3063355,768.8000207,757.2260003,762.3768642,729.0950423,756.5869902,752.8997877,733.8134276,733.1436747,736.503359,754.3497648,762.8838243,779.7667866,792.9638513,822.0970501,867.68359,910.3645074,974.5642374,1060.81494,1234.013356,1462.018889,1358.4605,1472.014205
Dominica,,0,0,0,0,0,0,0,0,2,0,0.3,0,1.5,0,0.1,2,0.7,2,2.3,2.7,2.7,2.1,2.5,3,3.2,2.1,1338.745022,1534.735667,1745.911811,2003.912077,2152.86027,2344.944441,2546.783072,2701.671727,2814.669124,3018.820482,3139.224475,3323.369413,3473.648555,3676.516625,3830.229979,4819.899954,4925.629692,4837.631934,4997.16258,5329.135796,5250.352561,5627.072822,6058.180506,6615.156232,7027.098935,6926.847597,7121.908609
Denmark,3194,3636,3432,3445,3722,3716,3776,4141,4068,4458,4330.1,4368.7,4597.4,4717.9,4783.3,4882.9,4916.7,4760.7,5005.8,5009,5047.5,5133.1,5240.6,5303.5,5307,5638.7,6071.3,12167.45463,17146.70467,21289.16344,22441.08831,21799.27792,26861.79859,26960.97561,29526.16569,27553.12351,29992.22227,35351.38071,35650.72434,32835.92877,33368.15485,33440.80162,30743.55917,30751.64946,33228.69291,40458.77064,46487.51491,48816.83586,52041.00297,58501.13832,64181.99467,57895.50122,57647.66876,61304.0612
Dominican Republic,,9,7,6,6,7,11,5,9,7,5,10,6.2,7.6,5.5,12.9,5.8,5.2,5.1,6.7,4.6,5.4,8.1,7.7,6.1,6.9,9.1,777.4219631,923.8795136,861.4006808,778.5101827,949.4036196,984.6914396,1327.447556,1510.024439,1704.850697,1871.667431,2072.68444,2258.258259,2400.136254,2551.865845,2575.482552,2802.488989,2862.428873,3008.326804,2371.608419,2434.794617,3619.030377,3817.977914,4596.400803,4931.62641,4902.780603,5358.967944,5786.905837
Algeria,,81,61,66,73,98,106,120,123,125,146.3,155.6,159.6,156.4,185.4,211.3,220.5,229.7,280.7,344,350.3,413.4,480.7,536.6,607.5,598.3,599.3,2567.495521,2740.65417,2790.474907,2402.825462,2202.558118,2394.420608,1721.582107,1766.065883,1797.541856,1499.984173,1444.907991,1596.006843,1611.961927,1588.422413,1580.957629,1757.011925,1732.9586,1774.292038,2094.893393,2600.006471,3102.037031,3467.543945,3939.559939,4912.251941,3875.821206,4473.487448,5421.743306
Ecuador,,10,13,13,17,20,29,18,13,27,34.3,32,44.2,31.2,23.7,37.4,30,50.7,53.5,50.2,48.6,40,66,69.9,67.5,66.2,60.1,1895.770307,1651.493678,1467.301999,1340.142383,1392.2321,1491.402557,1623.956022,1690.119766,1729.337997,2028.156395,2135.590018,2159.106043,2361.550754,2300.360002,1584.430724,1451.260807,1903.741868,2183.967465,2440.469164,2708.558293,3021.942767,3350.784142,3590.711513,4274.940821,4255.555563,4657.301737,5223.377575
"Egypt, Arab Rep.",926,1070,1037,1130,1278,1254,1429,1288,1279,1380,1387.8,1292.2,1266.1,1274.8,1293,1432.8,1463.5,1564,1716.8,1661.1,1658.2,1785.6,1934.4,2018.9,2247.3,2431.2,2514.9,702.5903667,707.025501,776.4031586,653.6022171,720.4100574,764.7606503,640.8505007,710.3538696,774.9108626,846.9980789,963.5573042,1063.433428,1211.290272,1286.79351,1351.613998,1461.018217,1402.759847,1238.92651,1147.770318,1071.323345,1196.733304,1409.177872,1681.314481,2061.612772,2349.286865,2668.035988,2816.666943
